id,cost
1,22.0598710908597
2,13.0385636844422
3,7.07943181649704
4,5.43558596023057
5,4.18100106577725
6,3.98740767532431
7,3.9032824384083
8,3.82479837805958
9,21.6594812826553
10,11.9427137037111
11,6.48250651265708
12,4.63267139211479
13,3.42572456513446
14,3.06199706344349
15,2.96029155361395
16,2.92373640081257
17,27.7164060864507
18,15.9698646587041
19,9.30134139102964
20,6.8401878253077
21,5.38599060180163
22,4.89709479235063
23,4.74304404027093
24,4.71761355200487
25,22.1122156870371
26,13.1391643415795
27,7.17757457724556
28,5.57838259828827
29,4.40777252869858
30,4.14391585611452
31,4.04263271770512
32,3.94872774045734
33,22.1131848391726
34,12.5055575650338
35,6.77547364467309
36,4.96344168127048
37,3.69685099926585
38,3.38743203219061
39,3.2623587718904
40,3.18775138243245
41,6.72417433782358
42,50.260697935304
43,10.1563207644185
44,28.8916619653281
45,20.4799108738777
46,14.2148101925286
47,11.9634916467517
48,9.01234158006319
49,8.9341714142064
50,8.9341714142064
51,8.91167277197311
52,45.3842187771634
53,32.0513553128094
54,14.4298707036001
55,6.69442206843531
56,5.08736364162096
57,12.6219286989875
58,27.1604455442525
59,21.2363191390426
60,12.6778548982818
61,12.5197152603203
62,7.99661125834086
63,23.2192645197071
64,14.3478290953848
65,8.19171061820346
66,5.85167295975085
67,4.80430603944309
68,4.59713692569102
69,4.53114310710105
70,4.37187259982821
71,8.98364763733161
72,5.05565581399352
73,5.00086408382444
74,3.53583937777917
75,14.7071476960908
76,21.0313474506856
77,11.4964508230287
78,5.81483190476939
79,3.8826215028492
80,2.67085523512556
81,2.33409457273561
82,2.28811727248489
83,2.26146430950186
84,14.1943568971512
85,20.3247055371799
86,14.857232985806
87,14.9289506516973
88,12.0505165596309
89,22.837708905165
90,12.9889294749686
91,6.79921070494493
92,4.60484604207659
93,3.74435068465122
94,3.23196799940272
95,3.11525153859507
96,3.08633221312388
97,4.74271677842888
98,21.1186245851548
99,12.747425529955
100,6.66019707773453
101,4.45684306892186
102,3.76470261472546
